# Extracted surface points
# Object: trace_plane_Stand
# CoordinateSpace: World
# Units: meters
# Count: 3377
# Color 0: Name=Green, RGB=0,255,0, Tolerance=0
# Color 1: Name=SecondColor, RGB=255,0,0, Tolerance=0
index,x,y,z,colorIndex,colorName
314,-0.06664748,0.05703107,0.09170110,0,Green
315,-0.06733377,0.05899745,0.08874655,0,Green
316,-0.06698629,0.05872964,0.08918958,0,Green
317,-0.06687770,0.05846205,0.08960005,0,Green
318,-0.06655411,0.05818619,0.09005178,0,Green
319,-0.06704927,0.05818796,0.08998228,0,Green
320,-0.06730971,0.05934113,0.08821986,0,Green
321,-0.06795413,0.05892576,0.08874436,0,Green
322,-0.06762009,0.05874521,0.08906973,0,Green
323,-0.06737282,0.05852217,0.08944280,0,Green
324,-0.06860194,0.05997006,0.08701782,0,Green
325,-0.06810428,0.06002821,0.08701783,0,Green
326,-0.06778342,0.05984638,0.08735614,0,Green
327,-0.06832692,0.05976590,0.08738235,0,Green
328,-0.06800605,0.05958408,0.08772067,0,Green
329,-0.06779870,0.05935362,0.08811357,0,Green
330,-0.06905813,0.06098816,0.08529128,0,Green
331,-0.06860341,0.06091823,0.08548898,0,Green
332,-0.06839034,0.06069805,0.08588436,0,Green
333,-0.06817287,0.06041280,0.08638520,0,Green
334,-0.06888898,0.06067807,0.08582287,0,Green
335,-0.06864954,0.06045116,0.08623363,0,Green
336,-0.06888019,0.06019794,0.08659827,0,Green
337,-0.06903377,0.06161860,0.08422793,0,Green
338,-0.06903377,0.06136418,0.08465902,0,Green
339,-0.06935649,0.06074519,0.08561376,0,Green
340,-0.06978669,0.06131163,0.08456710,0,Green
341,-0.06944889,0.06116053,0.08490490,0,Green
342,-0.07021944,0.06184139,0.08356471,0,Green
343,-0.06972267,0.06191237,0.08356471,0,Green
344,-0.06946876,0.06172061,0.08395110,0,Green
345,-0.07078685,0.06272604,0.08184039,0,Green
346,-0.07044687,0.06258422,0.08218038,0,Green
347,-0.07010689,0.06244240,0.08252035,0,Green
348,-0.06957360,0.06216643,0.08314920,0,Green
349,-0.07003579,0.06220742,0.08295810,0,Green
350,-0.07059130,0.06233461,0.08258924,0,Green
351,-0.07013939,0.06280881,0.08185598,0,Green
