# Extracted surface points
# Object: trace_plane_Stand
# CoordinateSpace: World
# Units: meters
# Count: 4170
# Color 0: Name=Green, RGB=0,255,0, Tolerance=0
# Color 1: Name=SecondColor, RGB=255,0,0, Tolerance=0
index,x,y,z,colorIndex,colorName
96,-0.03559104,0.05997601,0.06025392,0,Green
97,-0.03536142,0.05984184,0.06067783,0,Green
98,-0.03514725,0.05971725,0.06111278,0,Green
99,-0.03499491,0.05961704,0.06157865,0,Green
100,-0.03453346,0.05932713,0.06222335,0,Green
101,-0.03453346,0.05931990,0.06272454,0,Green
102,-0.03490439,0.05954906,0.06247504,0,Green
103,-0.03513401,0.05969477,0.06205334,0,Green
104,-0.03480724,0.05947182,0.06311754,0,Green
105,-0.03453346,0.05928934,0.06349508,0,Green
106,-0.03453346,0.05926716,0.06399628,0,Green
107,-0.03490439,0.05950239,0.06375562,0,Green
108,-0.03408534,0.05897856,0.06412221,0,Green
109,-0.03444558,0.05919019,0.06448246,0,Green
110,-0.03376243,0.05868476,0.06552587,0,Green
111,-0.03409193,0.05886731,0.06585535,0,Green
112,-0.03376243,0.05872227,0.06502722,0,Green
113,-0.03415782,0.05894563,0.06536551,0,Green
114,-0.03415782,0.05898314,0.06486687,0,Green
115,-0.03365479,0.05858318,0.06600473,0,Green
116,-0.03337291,0.05832526,0.06686290,0,Green
117,-0.03370637,0.05849810,0.06719637,0,Green
118,-0.03376779,0.05858922,0.06670494,0,Green
119,-0.03408371,0.05882024,0.06639342,0,Green
120,-0.03322425,0.05817780,0.06740180,0,Green
121,-0.03322425,0.05812673,0.06790044,0,Green
122,-0.03359329,0.05837897,0.06767418,0,Green
123,-0.03322372,0.05805533,0.06844028,0,Green
124,-0.03355938,0.05821660,0.06877594,0,Green
125,-0.03362080,0.05832274,0.06829111,0,Green
126,-0.03279160,0.05761564,0.06973473,0,Green
127,-0.03279160,0.05768242,0.06923706,0,Green
128,-0.03289915,0.05781596,0.06873736,0,Green
129,-0.03316274,0.05787392,0.06951278,0,Green
130,-0.03351860,0.05812566,0.06926675,0,Green
131,-0.03236047,0.05711884,0.07106955,0,Green
132,-0.03263400,0.05722638,0.07147438,0,Green
133,-0.03277850,0.05739231,0.07102475,0,Green
134,-0.03246855,0.05726529,0.07060347,0,Green
135,-0.03280032,0.05752221,0.07033062,0,Green
136,-0.03309465,0.05763624,0.07071873,0,Green
137,-0.03317153,0.05778315,0.07011905,0,Green
138,-0.03203636,0.05665955,0.07243262,0,Green
139,-0.03237469,0.05680525,0.07277095,0,Green
140,-0.03242926,0.05693515,0.07229074,0,Green
141,-0.03278941,0.05720532,0.07207247,0,Green
142,-0.03192938,0.05650476,0.07289678,0,Green
143,-0.03262088,0.05687626,0.07320095,0,Green
144,-0.03192941,0.05625139,0.07405224,0,Green
145,-0.03232231,0.05643770,0.07430325,0,Green
146,-0.03192941,0.05636372,0.07356329,0,Green
147,-0.03232231,0.05655003,0.07381431,0,Green
148,-0.03149828,0.05583779,0.07473494,0,Green
149,-0.03186591,0.05610768,0.07452924,0,Green
150,-0.03222698,0.05626001,0.07483998,0,Green
151,-0.03131793,0.05562307,0.07516731,0,Green
152,-0.03166237,0.05574416,0.07551176,0,Green
153,-0.03183023,0.05595595,0.07509102,0,Green
154,-0.03108032,0.05518550,0.07635427,0,Green
155,-0.03117442,0.05542794,0.07560588,0,Green
156,-0.03139106,0.05544591,0.07605667,0,Green
157,-0.03145233,0.05533421,0.07665407,0,Green
158,-0.03176307,0.05559463,0.07635646,0,Green
159,-0.03108032,0.05505846,0.07684445,0,Green
160,-0.03108032,0.05492492,0.07732807,0,Green
161,-0.03108032,0.05479138,0.07781168,0,Green
162,-0.03108032,0.05465784,0.07829529,0,Green
163,-0.03145890,0.05519941,0.07713987,0,Green
164,-0.03145890,0.05506587,0.07762349,0,Green
165,-0.03063509,0.05448052,0.07793761,0,Green
166,-0.03034407,0.05388638,0.07937316,0,Green
167,-0.03069156,0.05399237,0.07972064,0,Green
168,-0.03074151,0.05416477,0.07925154,0,Green
169,-0.03063509,0.05424606,0.07876940,0,Green
170,-0.03106076,0.05444034,0.07898223,0,Green
171,-0.03020285,0.05361477,0.08002207,0,Green
172,-0.03020290,0.05331065,0.08095855,0,Green
173,-0.03063292,0.05356617,0.08095855,0,Green
174,-0.03028109,0.05350619,0.08050465,0,Green
175,-0.03071110,0.05376171,0.08050465,0,Green
176,-0.03095000,0.05402064,0.08014848,0,Green
177,-0.02977284,0.05284776,0.08163950,0,Green
178,-0.03012645,0.05312252,0.08141686,0,Green
179,-0.03040148,0.05315111,0.08183376,0,Green
180,-0.03057392,0.05337978,0.08142340,0,Green
181,-0.02977072,0.05263765,0.08225293,0,Green
182,-0.03012038,0.05271681,0.08260259,0,Green
183,-0.02944761,0.05226183,0.08282692,0,Green
184,-0.02944761,0.05210131,0.08330276,0,Green
185,-0.02982960,0.05237481,0.08313033,0,Green
186,-0.03008498,0.05237372,0.08356033,0,Green
187,-0.02956902,0.05200100,0.08377779,0,Green
